identifier,identifier 2,subject_name 1,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_name 6,publisher,placeOfOrigin 1,placeOfOrigin 2,placeOfOrigin 3,placeOfOrigin 4,date_publication,subject_geographic 1,subject_topical 1,subject_topical 2,subject_topical 3,object_in_context_url,item_type,form,date_text,date_single_start,date_end,date_qualifier,public_note,rights,collection_title,collection_identifier,shelf_locator,record_source,repository,language,title,project_title,abstract,name,role
spc_4939,cw0118145,,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4939,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 18","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Pencil Drawn Buggy,Special Collections Online,"Landscape, pencils","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4599,0012_000500_000211_0001,"Knickerbocker, H. R. (Hubert Renfro), 1898-1949 | http://id.loc.gov/authorities/names/n81089984",,,,,,,,,,,,,"World War, 1939-1945--Journalists | http://id.loc.gov/authorities/subjects/sh85148431",,Foreign correspondents | http://id.loc.gov/authorities/subjects/sh85050493,http://kiva.lib.utk.edu/spc/items/show/4599,still image,photographs | http://vocab.getty.edu/aat/300046300,1942 - 1946,1942,1946,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",World War II Collection,MS.1608,"Box 20, Folder 11","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,John T. Whitaker and Hubert R. Knickerbocker,Special Collections Online,"John Thompson Whitaker was born on January 25, 1906. He earned his A.B. from the University of the South in 1927 and went on to write for the Chattanooga News and the New York Herald Tribune. He eventually became a foreign correspondent and covered the Ethiopian and Spanish Civil Wars before being stationed in Europe during World War II. He wrote three books%3A And Fear Came (1936), Americas to the South (1939), and We Cannot Escape History (1943). He died on September 11, 1946.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3529,0012_000106_000300,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3529,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 1, Folder 14","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Joe Johnson,Special Collections Online,no caption,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4163,0012_000067_000507_0001,Chas. C. Cullen & Co.,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",,,http://kiva.lib.utk.edu/spc/items/show/4163,still image,photographs | http://vocab.getty.edu/aat/300046300,1910,1910,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Park City High School,Special Collections Online,"Park City High School was built in 1907. For a brief time, it was the largest high school in Knoxville. It later became Park Lowry Grammar School and was closed in 1982. The building was sold to private contractors in the mid 1980s, but was completely razed after being badly damaged by fire in September of 1987.",,
spc_4414,0012_000128_000242_0001,Scopes Trial,"Scopes, John Thomas | http://id.loc.gov/authorities/names/n79041823","Bryan, William Jennings, 1860-1925 | http://id.loc.gov/authorities/names/n80044871","Robinson, Wallace Clarke, 1920-1995","Robinson, Frank Earle, 1881-1957","Robinson, Frank Earle, 1881-1957",,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4414,still image,photographs | http://vocab.getty.edu/aat/300046300,1925,1925,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","W.C. Robinson Collection of Scopes Trial Photographs, circa 1925, circa 1976",MS.1091,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Mrs. Robinson with Pony and Joe Mendi,Special Collections Online,"Scopes Trial Photographs, circa 1925, A-3, Mrs. Robinson with pony and Joe Mendi, (left) Wallace Robinson, (right) Frances Robinson",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4339,0012_000067_000683_0001,"World's Fair of 1982 (Knoxville, Tenn.) | http://id.loc.gov/authorities/names/n82114257",,,,,,,,,,,,,Knoxville (Tenn.)--Fairs,Exhibitions--Tennessee--Knoxville,,http://kiva.lib.utk.edu/spc/items/show/4339,still image,photographs | http://vocab.getty.edu/aat/300046300,1982-05-01 - 1982-10-31,1982-05-01,1982-10-31,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 9","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,View toward the Candy Factory from near the Information Kiosk,Special Collections Online,"The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982. W. Stuart Evans was the original visionary behind the event, which he intended to attract business to central Knoxville and away from suburban shopping malls. This concept excited Mayor Kyle Testerman, and he appointed banker Jake Butcher to head a committee to investigate the feasibility of such an event. The Knoxville International Energy Exposition, Incorporated (KIEE) was formed in 1976 and Exposition bankers gradually acquired the 67 acre fair site near downtown Knoxville. The fair itself attracted about 11 million visitors, but did not achieve Evans' larger goal, as the event did not spur any major downtown redevelopment.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3986,0012_000067_000330_0001,,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--Aerial Views,,http://kiva.lib.utk.edu/spc/items/show/3986,still image,photographs | http://vocab.getty.edu/aat/300046300,1960,1960,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Knoxville Freeway Interchange,Special Collections Online,"Aerial view of a major freeway interchange in Knoxville, Tennessee. This image was likely taken shortly after construction began on the interstate system in 1956.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3958,0012_000067_000302_0001,,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Railroads--Tennessee | http://id.loc.gov/authorities/subjects/sh87002049,,http://kiva.lib.utk.edu/spc/items/show/3958,still image,photographs | http://vocab.getty.edu/aat/300046300,1964 - 1969,1964,1969,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,CSX Railroad Bridge,Special Collections Online,"This bridge, which crosses the Tennessee River near the University of Tennessee campus, was built in the 1960s and is used by the commercial CSX railroad line.","Robertson, Ernest Bryan, 1928- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4416,0012_000128_000244_0001,Scopes Trial,"Scopes, John Thomas | http://id.loc.gov/authorities/names/n79041823","Bryan, William Jennings, 1860-1925 | http://id.loc.gov/authorities/names/n80044871","Robinson, Wallace Clarke, 1920-1995","Robinson, Frank Earle, 1881-1957","Robinson, Frank Earle, 1881-1957",,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4416,still image,photographs | http://vocab.getty.edu/aat/300046300,1925,1925,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","W.C. Robinson Collection of Scopes Trial Photographs, circa 1925, circa 1976",MS.1091,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,View of Dayton,Special Collections Online,"Scopes Trial Photographs, circa 1925, J or K, -J- View of Dayton from Buzzard's Point on Walden's Ridge, -K-, Same as J - View of Dayton",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4928,cw0118133,,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4928,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 18","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Black and White Ink Drawing of Interior Still Life,Special Collections Online,"Still life, inks","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4167,0012_000067_000511_0001,,,,,,,East Tennessee Historical Society,"500 West Church Avenue, Knoxville, TN 37902",,,,1991,,,,,http://kiva.lib.utk.edu/spc/items/show/4167,still image,photographs | http://vocab.getty.edu/aat/300046300,12/14/11,1911-12-14,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Interior of the Appalachian Exposition's Main Building,Special Collections Online,"The 1910 Appalachian Exposition was held from September 12 to October 12 in Knoxville's Chilhowee Park. The first of its kind in Appalachia, the Fair was intended to demonstrate Southern progress in industry and commerce and to advocate the preservation of the area's natural resources. The fair did not, however, achieve its broader goal%3A to turn Knoxville into a model New South city.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4835,cw010647,,,,,,,,,,,,,,Women,Artwork,,http://kiva.lib.utk.edu/spc/items/show/4835,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Pencil Drawn Figure Drawing of Woman,Special Collections Online,"Figure study, pencils","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3960,0012_000067_000304_0001,,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3960,still image,photographs | http://vocab.getty.edu/aat/300046300,1900 - 1905,1900,1905,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Railroad Bridge,Special Collections Online,This bridge crosses the Tennessee River near Knoxville. This image was most likely taken while Schmitt was a student at the University of Tennessee.,"Schmitt, Bernadotte Everly, 1886-1969 | URI: http://id.loc.gov/authorities/names/n50006744 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3954,0012_000067_000298_0001,,,,,,,,,,,,,,Knoxville (Tenn.)--Churches,"Knoxville (Tenn.)--Buildings, structures, etc.",,http://kiva.lib.utk.edu/spc/items/show/3954,still image,photographs | http://vocab.getty.edu/aat/300046300,1954 - 1963,1954,1963,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Church Street Methodist Episcopal Church, South",Special Collections Online,"When the Church Street Methodist Episcopal Church South building (constructed in 1875) was destroyed by fire in 1928, the structure shown replaced it. Although the new building stood at the corner of Henley and Main Streets, the congregation chose to retain ""Church Street"" in its name. The church's name was changed to Church Street United Methodist Church when the nationwide United Methodist Church was formed in 1968, and this structure continues to operate as a Methodist Church today.","Robertson, Ernest Bryan, 1928- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_3709,0012_000106_000480,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3709,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 6, Folder 31","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Station Greenhouse and Science Hall,Special Collections Online,,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4970,cw0201162,,,,,,,,,,,,,"Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027 | Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027 | Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027",Yearbooks | http://id.loc.gov/authorities/subjects/sh85149058,,Artwork,http://kiva.lib.utk.edu/spc/items/show/4970,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 2, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Yearbook Illustrations in Ink: Academic,Special Collections Online,"Illustration, inks","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4114,0012_000067_000458_0001,F. G. Asquith Co.,,,,,,,,,,,,,Sevier County (Tenn.)--History,French Broad River (N.C. And Tenn.)--Pictorial Works,,http://kiva.lib.utk.edu/spc/items/show/4114,still image,photographs | http://vocab.getty.edu/aat/300046300,1913,1913,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Brabson's Ferry,Special Collections Online,"Brabson Island, site of Brabson's Ferry Plantation, sits in the French Broad River in Sevier County, Tennessee. Since this postcard was mailed in 1913, the notation ""Brabson's Ferry near Knoxville, Tenn."" most likely refers to the ferry that crosses the French Broad several miles upstream of Brabson Island rather than to the Plantation or to the island proper. Brabson's Ferry Plantation was added to the National Register of Historic Places on June 25, 1975.",,
spc_4625,0012_000553_000203_0001,"Brown, Clarence, 1890-1987 | http://id.loc.gov/authorities/names/n85151871",,,,,,,,,,,,,Los Angeles County (Calif.)--Pictorial Works,,,http://kiva.lib.utk.edu/spc/items/show/4625,still image,photographs | http://vocab.getty.edu/aat/300046300,1935 - 1952,1935,1952,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Clarence Brown Papers,MS.2010,Oversized Shelving,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Gillette Ranch Sitting Room,Special Collections Online,"In 1926, Razor baron King Camp Gillette commissioned Wallace Neff to build him a ""paradise on earth"" in Southern California. The result was a stunning 25 room mansion built in the Spanish Colonial Revival Style whose beauty supposedly brought Gillette to tears. Gillette died in 1932, and his widow sold the property to prominent film director Clarence Brown in 1935. Brown regularly hosted large parties for well-known Hollywood personalities here, and made several changes to the property, including the addition of a projection room and a small airport. He sold the property to the Claretian Order of the Catholic Church in 1952, which used it as a seminary and noviate. The Claretians subsequently sold to Elizabeth Clair Prophet's Church Universal and Triumphant in 1977, which in turn sold to the Soka University of American in 1986. In 2007, Soka sold the property to the National Park Service, which intends to restore and preserve it.","Dapprich, Fred R. | URI: http://id.loc.gov/authorities/names/no2009026625 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4977,cw0202169,,,,,,,,,,,,,"Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027 | Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027 | Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027",Yearbooks | http://id.loc.gov/authorities/subjects/sh85149058,,Artwork,http://kiva.lib.utk.edu/spc/items/show/4977,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 2, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Yearbook Illustrations in Ink: Class and Year Drawings,Special Collections Online,"Illustration, inks","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4233,0012_000067_000577_0001,Knoxville Engraving Co.,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",,,http://kiva.lib.utk.edu/spc/items/show/4233,still image,photographs | http://vocab.getty.edu/aat/300046300,1924 - 1930,1924,1930,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Hotel Farragut,Special Collections Online,"Named after Admiral David Glasgow Farragut, the Hotel Farragut opened on the corner of Gay and Clinch (the site of the old Imperial Hotel) on February 1, 1919. It flourished until 1929 when the Andrew Johnson Hotel opened nearby, after which time the two hotels provided each other with stiff competition. The Farragut closed in 1977 and was converted into office space in 1978.",,
spc_3766,0012_000106_000542_0001,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3766,still image,photographs | http://vocab.getty.edu/aat/300046300,1950 - 1963,1950,1963,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 8, Folder 50","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Strong Hall,Special Collections Online,"Sophronia Strong Hall (known colloquially as ""Sophie's"") was built in 1925 when the University found itself in need of a larger women's dormitory. Benjamin Rush Strong (1848-1915) had left the University $30,000 in his will for the purpose on the condition that the resulting building be named after his mother, Sophronia (Marrs) Strong, and that a wildflower garden be planted every spring in her memory. Several wings were added in the 1950s, each named after one of the first co-eds to attend the University. Sophronia Strong's ghost was said to watch over the Hall's residents, appearing as a lady dressed in white on her birthday (February 17) and perpetrating various harmless pranks. The last residents of the hall moved out after the 2008 Spring Semester and the building was put to other uses.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4312,0012_000067_000656_0001,,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4312,still image,photographs | http://vocab.getty.edu/aat/300046300,1909 - 1920,1909,1920,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 8","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Gay Street (500 Block),Special Collections Online,"View on Gay Street, long one of Knoxville's major thoroughfares. Visible businesses include Doll & Co. Stationers, Woodworth's, and the East Tennessee Savings Bank. One can also see the tracks for the electric streetcars that ran in Knoxville during the early 20th century.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4190,0012_000067_000534_0001,Standard News Agency,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--Libraries,,http://kiva.lib.utk.edu/spc/items/show/4190,still image,photographs | http://vocab.getty.edu/aat/300046300,1936 - 1946,1936,1946,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Lawson McGhee Library,Special Collections Online,"In 1885, Charles McClung McGhee established the Lawson McGhee Library as a memorial to his daughter, May Lawson McGhee Williams. The original building on the corner of Gay and Vine was replaced by this white marble structure on the corner of Market and Commerce in 1917. It remained in use until 1971, when a new building was constructed.",,
spc_4235,0012_000067_000579_0001,Knoxville Engraving Co.,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--Churches,,http://kiva.lib.utk.edu/spc/items/show/4235,still image,photographs | http://vocab.getty.edu/aat/300046300,1924 - 1930,1924,1930,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Auditorium of the First Baptist Church,Special Collections Online,"Brothers James and John Moses organized the congregation that would become Knoxville's First Baptist Church in 1843. The church's first permanent house of worship stood on Gay Street and was completed in 1850. The congregation split in 1869, and the dissidents formed Knoxville's Second Baptist Church. The First Baptist Church moved to their second home (made possible in large part by merchant and philanthropist W.W. Woodruff) in 1888. Their current house of worship, located at the corner of Walnut and Main Streets, was completed in 1924 and is still in use today. It was placed on the National Register of Historic Places in 1997.",,
spc_4726,0012_000296_000218,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4726,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Sailor Boys,Special Collections Online,"Sailor Boys, Lee allen, Homer [Da...], Martin Zook",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4091,0012_000067_000435_0001,E.C. Kropp Co. | http://id.loc.gov/authorities/names/no2002081505,,,,,,,,,,,,,Hotels--Tennessee--Knoxville,"Knoxville (Tenn.)--Buildings, structures, etc.",,http://kiva.lib.utk.edu/spc/items/show/4091,still image,photographs | http://vocab.getty.edu/aat/300046300,1934,1934,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Hotel Andrew Johnson,Special Collections Online,"The Andrew Johnson Hotel opened on Gay Street in 1929 and prospered throughout the Great Depression. Its numerous guests included Jean Paul Sarte, Duke Ellington, Amelia Erhart, Liberace, Tony Perkins, and Sergei Rachmaninoff. Knox County purchased the building in 1990, and is considering selling the property for a mix of residential and commercial uses as of June 2007. This particular postcard was mailed on October 13, 1934 from Chattanooga.",,
spc_3684,0012_000106_000455,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3684,still image,photographs | http://vocab.getty.edu/aat/300046300,05/10/62,1962-05-10,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 5, Folder 36","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Air Force ROTC at attention,Special Collections Online,,"University of Tennessee, Knoxville. Photographic Center | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4572,0012_000463_000302_0001,,,,,,,,,,,,,,"Plants, Ornamental | http://id.loc.gov/authorities/subjects/sh85103022",,Gardens--Tennessee--Knoxville--History--20th century--Photographs,http://kiva.lib.utk.edu/spc/items/show/4572,still image,photographs | http://vocab.getty.edu/aat/300046300,1930 - 1939,1930,1939,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Slide 89, Mrs. Baxter Lee, (New Number = 17)",Special Collections Online,Glass slide photo of gardens,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4586,0012_000463_000317_0001,,,,,,,,,,,,,,"Plants, Ornamental | http://id.loc.gov/authorities/subjects/sh85103022",,Gardens--Tennessee--Knoxville--History--20th century--Photographs,http://kiva.lib.utk.edu/spc/items/show/4586,still image,photographs | http://vocab.getty.edu/aat/300046300,1930 - 1939,1930,1939,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Slide 104, Mrs. H P Ijams, (New Number = 14)",Special Collections Online,Glass slide photo of lily pad pond.,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4486,0012_000463_000211_0001,,,,,,,,,,,,,,"Gardens, American | http://id.loc.gov/authorities/subjects/sh85053123",,Knoxville (Tenn.)--History | http://id.loc.gov/authorities/subjects/sh00007640,http://kiva.lib.utk.edu/spc/items/show/4486,still image,photographs | http://vocab.getty.edu/aat/300046300,1925 - 1930,1925,1930,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,"Box 1, Folder 102","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Bower in Emma (Parham) Cates' Garden,Special Collections Online,"Emma Jane Parham (1861-1934) married Charles Theodore Cates Jr. (1851-1938) in 1886 in Maryville, Tennessee. She maintained this garden at their Knoxville home.",Jim Thompson Company | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4183,0012_000067_000527_0001,S.H. Kress & Co. | http://id.loc.gov/authorities/names/n94062292,,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",Knoxville (Tenn.)--Churches,,http://kiva.lib.utk.edu/spc/items/show/4183,still image,photographs | http://vocab.getty.edu/aat/300046300,1912,1912,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Deaderick Avenue Baptist Church,Special Collections Online,"In early 1892, W.W. Woodruff offered his lot on Deaderick Street and his help raising funds to Knoxville's First Baptist Church in order to organize a new church. The product of these efforts was Centennial Baptist Church (renamed Deaderick Avenue Baptist Church in 1905), which was dedicated on September 13, 1892. The church was destroyed by fire in 1909, but was quickly rebuilt and continued to prosper for many years. Unfortunately, it no longer exists today.",,
